AssociationCaCode,ScientificName,Provisional,ClassifLevel,DateAddedToMCV
33.140.48,Larrea tridentata – Ambrosia dumosa – Ericameria cooperi,,Association,
33.140.49,Larrea tridentata – Ambrosia dumosa – Olneya tesota,,Association,
33.140.50,Larrea tridentata – Ambrosia dumosa – Psorothamnus spinosus,,Association,
33.140.51,Larrea tridentata – Ambrosia dumosa – (Echinocactus polycephalus – Opuntia basilaris),,Association,01-Feb-17
33.140.52,Larrea tridentata – Ambrosia dumosa – (Ephedra nevadensis – Lycium andersonii),,Association,01-Feb-17
33.140.53,"Larrea tridentata – Ambrosia dumosa – Cylindropuntia (acanthocarpa, ramosissima)",,Association,01-Feb-17
33.140.54,Larrea tridentata – Ambrosia dumosa – Ambrosia salsola,,Association,01-Feb-17
33.140.55,"Larrea tridentata – Ambrosia dumosa – Krameria (erecta, grayi)",,Association,01-Feb-17
33.140.56,"Larrea tridentata – Ambrosia dumosa – Psorothamnus (arborescens, fremontii)",,Association,01-Feb-17
33.150.01,Parkinsonia microphylla – Larrea tridentata,Provisional,Association,12-Jan-18
33.170.01,Yucca brevifolia,,Association,
33.170.02,Yucca brevifolia / Coleogyne ramosissima,,Association,
33.170.03,Yucca brevifolia / Juniperus californica / Coleogyne ramosissima,,Association,
33.170.04,Yucca brevifolia / (Artemisia tridentata – Atriplex confertifolia),,Association,
33.170.06,Yucca brevifolia / Cylindropuntia acanthocarpa,,Association,
33.170.07,"Yucca brevifolia / Pleuraphis (rigida, jamesii)",,Association,
33.170.08,Yucca brevifolia / Lycium andersonii – Ephedra nevadensis,,Association,
33.170.09,Yucca brevifolia / Salazaria mexicana,,Association,
33.170.10,Yucca brevifolia / Larrea tridentata – Yucca schidigera / Pleuraphis rigida,,Association,
33.170.11,Yucca brevifolia / Larrea tridentata – Ambrosia dumosa – Eriogonum fasciculatum,,Association,
33.170.13,Yucca brevifolia / (Prunus fasciculata – Salazaria mexicana),,Association,
33.170.14,Yucca brevifolia / Gutierrezia microcephala / Pleuraphis rigida,,Association,
33.170.15,Yucca brevifolia / Larrea tridentata – Pleuraphis rigida,,Association,
33.170.16,Yucca brevifolia / Pleuraphis rigida,,Association,
33.170.17,Yucca brevifolia / Pleuraphis rigida – Muhlenbergia porteri,,Association,
33.170.18,Yucca brevifolia / (Yucca baccata) / Pleuraphis jamesii – Bouteloua eriopoda,,Association,
33.170.19,Yucca brevifolia / Juniperus californica / Ephedra nevadensis,,Association,
33.170.20,Yucca brevifolia / Ephedra nevadensis,,Association,
33.180.01,Grayia spinosa,,Association,30-Sep-11
33.180.02,Grayia spinosa – Atriplex confertifolia,,Association,
33.180.03,Grayia spinosa – Larrea tridentata,,Association,
33.180.04,Grayia spinosa – Lycium andersonii,,Association,
33.180.05,Grayia spinosa / Eriogonum ovalifolium,,Association,
33.180.06,Grayia spinosa – Ephedra viridis,,Association,
33.180.07,Grayia spinosa – Picrothamnus desertorum,,Association,
33.185.01,Lycium cooperi,Provisional,Association,22-Feb-17
33.185.02,Ephedra nevadensis / (Elymus elymoides),Provisional,Association,19-Mar-19
33.185.03,Grayia spinosa – Lycium pallidum,,Association,19-Mar-19
33.185.04,"Grayia spinosa – Tetradymia (axillaris, glabrata)",Provisional,Association,19-Mar-19
33.190.01,Hyptis emoryi,,Association,
33.190.02,Hyptis emoryi – Psorothamnus schottii,,Association,
33.190.03,Hyptis emoryi – Nolina bigelovii,Provisional,Association,21-Dec-23
33.200.01,Ambrosia salsola,,Association,
33.200.02,Ambrosia salsola – Eriogonum fasciculatum,,Association,
33.200.04,Ambrosia salsola – Atriplex confertifolia,,Association,
33.200.05,Bebbia juncea,,Association,
33.200.06,Ambrosia salsola – (Ambrosia eriocentra – Brickellia incana),,Association,
33.200.07,Ambrosia salsola – Brickellia incana,,Association,
33.200.08,Senna armata – Ambrosia salsola,,Association,
33.200.09,Ambrosia salsola – Psorothamnus schottii,,Association,
33.200.10,Ambrosia salsola – Larrea tridentata,,Association,
33.200.11,Ambrosia salsola – Petalonyx thurberi,,Association,
33.200.12,Ambrosia eriocentra – Brickellia spp.,Provisional,Association,21-Feb-17
33.220.01,Prunus fremontii,,Association,
33.240.01,Purshia stansburiana,,Association,
33.240.02,Coleogyne ramosissima – Purshia stansburiana,,Association,01-Feb-17
33.240.03,Purshia stansburiana – Agave utahensis,,Association,01-Feb-17
33.240.04,Purshia stansburiana – Artemisia tridentata,,Association,01-Feb-17
33.265.01,Peucephyllum schottii – Pleurocoronis pluriseta – Eucnide urens,,Association,14-Dec-16
33.265.02,Peucephyllum schottii,,Association,31-Jan-17
33.270.01,Ephedra californica,,Association,
33.270.02,Ephedra californica – Ambrosia salsola,,Association,
33.270.03,Ephedra californica / annual – perennial herb,,Association,
33.270.04,Ephedra californica – Gutierrezia californica / Eriastrum pluriflorum,,Association,
33.270.05,Ephedra trifurca,,Association,14-Feb-17
33.275.01,Ephedra funerea,,Association,01-Feb-17
33.280.01,Ephedra nevadensis – (Salazaria mexicana – Ambrosia salsola),,Association,
33.280.02,Ephedra nevadensis – Atriplex confertifolia,,Association,
33.280.03,Ephedra nevadensis – Salazaria mexicana,,Association,
33.280.04,Ephedra nevadensis – Lycium andersonii,,Association,
33.280.05,Ephedra nevadensis – Ericameria cooperi,,Association,
33.285.01,Artemisia tridentata ssp. vaseyana – Ephedra viridis,,Association,
33.285.02,Ephedra viridis,,Association,20-Dec-16
33.285.03,Ephedra viridis – Purshia glandulosa,,Association,01-Feb-17
33.285.04,Ephedra viridis – Ericameria linearifolia / (Poa secunda),Provisional,Association,17-Oct-23
33.290.01,Menodora spinescens – Atriplex confertifolia,,Association,
33.290.02,Menodora spinescens – (Ephedra nevadensis),,Association,
33.300.01,Prunus fasciculata,,Association,
33.300.02,Prunus fasciculata – Salazaria mexicana,,Association,
33.300.03,Prunus fasciculata – Rhus trilobata,,Association,
33.300.04,Prunus fasciculata – (Purshia stansburiana – Viguiera reticulata),,Association,
33.300.05,Prunus fasciculata – Ambrosia eriocentra,,Association,
33.300.06,Prunus fasciculata – (Viguiera reticulata – Mortonia utahensis) limestone,,Association,
33.305.01,Amphipappus fremontii (limestone),,Association,14-Feb-17
33.305.02,Salvia funerea,Provisional,Association,14-Feb-17
33.310.01,Salazaria mexicana,,Association,
33.310.02,Salazaria mexicana – Viguiera reticulata – Atriplex confertifolia,Provisional,Association,
33.310.03,Ambrosia salsola – Salazaria mexicana,Provisional,Association,
33.315.01,Keckiella antirrhinoides – Prunus fasciculata,Provisional,Association,31-Jan-17
33.315.02,Prunus eremophila,Provisional,Association,31-Jan-17
33.320.01,Salvia dorrii Wash,,Association,
33.325.01,Fallugia paradoxa Desert Wash,,Association,14-Feb-17
33.335.01,Chamaebatiaria millefolium – Salvia dorrii,,Association,29-Jan-26
33.340.01,Justicia californica,Provisional,Association,10-Jan-18
33.360.01,Lycium andersonii – Simmondsia chinensis – Pleuraphis rigida,,Association,
33.360.02,Lycium andersonii,Provisional,Association,
33.365.01,Lycium californicum – Encelia californica,Provisional,Association,06-Jul-16
33.365.02,Lycium californicum,,Association,06-Jul-16
33.365.03,Lycium californicum – Artemisia nesiotica,Provisional,Association,17-Apr-18
33.375.01,Mortonia utahensis,,Association,12-Dec-16
33.380.01,Chorizanthe rigida – Geraea canescens Desert Pavement,,Association,18-Nov-16
35.080.01,Eriodictyon californicum / herbaceous,,Association,
35.110.01,Artemisia tridentata – Ericameria nauseosa,,Association,
35.110.02,Artemisia tridentata,,Association,
35.110.04,Artemisia tridentata – Symphoricarpos longiflorus,,Association,
35.110.05,Artemisia tridentata – Coleogyne ramosissima,,Association,
35.110.06,Artemisia tridentata – Encelia virginensis,,Association,
35.110.07,Purshia glandulosa – Artemisia tridentata,,Association,
35.110.09,Artemisia tridentata – Eriogonum fasciculatum,,Association,
35.110.10,Artemisia tridentata – Eriogonum wrightii,,Association,
35.110.11,Artemisia tridentata – Artemisia nova,,Association,
35.110.12,Artemisia tridentata – Chrysothamnus viscidiflorus / (Poa secunda),,Association,
35.110.13,Artemisia tridentata – Ephedra nevadensis,,Association,
35.110.14,Artemisia tridentata – Ericameria teretifolia,,Association,
35.110.15,Artemisia tridentata – Purshia tridentata / Hesperostipa comata,,Association,
35.110.16,Artemisia tridentata ssp. parishii,Provisional,Association,03-May-17
35.110.17,Artemisia tridentata / Pleuraphis jamesii,,Association,14-Feb-17
35.110.18,Artemisia tridentata – (Ericameria nauseosa) / Bromus tectorum,,Association,18-Mar-19
35.110.19,Artemisia tridentata / Distichlis spicata,Provisional,Association,19-Nov-19
35.110.20,Artemisia tridentata – Ceanothus cuneatus,Provisional,Association,02-Mar-22
35.111.01,Artemisia tridentata ssp. vaseyana / Carex exserta,,Association,
35.111.02,Artemisia tridentata ssp. vaseyana,,Association,
35.111.03,Artemisia tridentata ssp. vaseyana – Purshia tridentata / Pseudoroegneria spicata,,Association,
35.111.04,Artemisia tridentata ssp. vaseyana / Monardella odoratissima,,Association,
35.111.05,Artemisia tridentata (ssp. vaseyana) – Salvia dorrii – Chamaebatiaria millefolium,,Association,02-Oct-19
35.111.06,Artemisia tridentata ssp. vaseyana – Symphoricarpos oreophilus / Bromus carinatus,,Association,02-Oct-19
35.111.07,Artemisia tridentata ssp. vaseyana / Festuca idahoensis,,Association,02-Oct-19
35.111.08,Symphoricarpos rotundifolius,,Association,02-Oct-19
35.111.09,Artemisia tridentata ssp. spiciformis,Provisional,Association,23-Apr-21
35.120.01,Artemisia arbuscula / Trifolium andersonii ssp. monoense,,Association,
35.120.02,Artemisia arbuscula / Stenotus acaulis – Geum triflorum var. canescens,,Association,
35.120.03,Artemisia arbuscula / Festuca idahoensis,,Association,
35.120.04,Artemisia arbuscula / Linanthus pungens,,Association,
35.120.05,"Artemisia arbuscula – Eriogonum (microthecum, sphaerocephalum)",,Association,
35.120.06,Artemisia arbuscula / Carex exserta,,Association,
35.120.07,Artemisia arbuscula,,Association,
35.120.08,Artemisia arbuscula / Castilleja applegatei,,Association,
35.120.09,Artemisia arbuscula / Castilleja schizotricha,,Association,
35.120.10,Artemisia arbuscula / Eriogonum nudum – Monardella odoratissima,,Association,
35.120.11,Artemisia arbuscula / Stenotus acaulis – Linanthus pungens,,Association,
35.120.12,Artemisia arbuscula / Stenotus acaulis – Tetradymia canescens,,Association,
35.120.13,Artemisia arbuscula / Bromus spp. –  Elymus caput-medusae,,Association,02-Oct-19
35.120.14,Artemisia arbuscula / Poa secunda,,Association,02-Oct-19
35.120.15,Artemisia arbuscula (ssp. longiloba) / Stenotus acaulis,,Association,23-Apr-21
35.120.16,Artemisia arbuscula – Purshia tridentata,,Association,05-Mar-26
35.130.01,Artemisia nova,,Association,
35.130.02,Artemisia nova – Echinocereus engelmannii,,Association,
35.130.03,Artemisia nova – Ambrosia salsola,,Association,
35.130.04,Artemisia nova / Poa secunda,,Association,19-Nov-19
35.140.01,Artemisia rothrockii / Penstemon heterodoxus,,Association,
35.140.02,Artemisia rothrockii / Monardella odoratissima,,Association,
35.150.01,Artemisia cana / cold,,Association,
35.150.02,Artemisia cana / dry graminoid,,Association,
35.150.03,Artemisia cana / warm,,Association,
35.150.04,Artemisia cana / Juncus arcticus var. balticus,,Association,
35.150.05,Artemisia cana / Iris missouriensis – Juncus arcticus var. balticus,,Association,
35.150.06,Artemisia cana – Muhlenbergia richardsonis,,Association,
35.150.07,Artemisia cana / mesic (Poa secunda – Poa cusickii),,Association,
35.150.08,"Artemisia cana (ssp. bolanderi, ssp. viscidula) / Poa secunda",,Association,04-Oct-19
35.160.01,Artemisia dracunculus,,Association,
35.160.02,Artemisia dracunculus – Pseudognaphalium canescens,,Association,
35.200.01,Purshia tridentata – Artemisia tridentata – Tetradymia canescens,,Association,
35.200.02,Purshia tridentata – Artemisia tridentata / Achnatherum hymenoides,,Association,
35.200.03,Purshia tridentata – Artemisia tridentata,,Association,
35.200.04,Purshia tridentata / Achnatherum nelsonii,,Association,
35.200.05,Purshia tridentata – Artemisia tridentata / Eriogonum umbellatum,,Association,
35.200.06,Purshia glandulosa,,Association,14-Feb-17
35.200.07,Purshia tridentata,,Association,05-Mar-19
35.200.08,Purshia tridentata – Artemisia tridentata – (Tetradymia canescens / Eriogonum umbellatum),,Association,05-Mar-19
35.200.09,Tetradymia canescens,Provisional,Association,02-Oct-19
35.200.10,Purshia tridentata – Artemisia tridentata – Symphoricarpos rotundifolius,,Association,03-May-21
35.310.01,Ericameria nauseosa – Juniperus californica / herb,,Association,
35.310.02,Ericameria nauseosa / Sporobolus airoides,,Association,
35.310.03,Ericameria nauseosa,,Association,20-Dec-16
35.310.04,Lepidospartum latisquamum,,Association,01-Feb-17
35.310.05,Ericameria nauseosa – Atriplex torreyi,Provisional,Association,19-Mar-19
35.310.06,Ericameria nauseosa / Bromus tectorum,,Association,19-Mar-19
35.320.01,Ericameria parryi / Gayophytum diffusum,,Association,
35.330.01,Ericameria teretifolia,,Association,
35.331.01,Chrysothamnus albidus,Provisional,Association,22-Mar-17
35.340.01,Ericameria paniculata,,Association,
35.340.02,Ericameria paniculata – Ambrosia salsola,,Association,
35.340.03,Ericameria paniculata – Ambrosia eriocentra,,Association,
35.340.04,Brickellia incana,Provisional,Association,17-Jan-17
35.350.01,Chrysothamnus viscidiflorus,,Association,01-Feb-17
35.355.01,Ericameria cuneata ssp. spathulata,Provisional,Association,14-Feb-17
36.120.01,Allenrolfea occidentalis / Distichlis spicata,,Association,16-Dec-13
36.120.02,Allenrolfea occidentalis – Suaeda moquinii,,Association,
36.120.03,Allenrolfea occidentalis – Sporobolus airoides,,Association,
36.120.04,Allenrolfea occidentalis,,Association,
36.120.06,Allenrolfea occidentalis / Lasthenia gracilis,Provisional,Association,02-Mar-17
36.120.07,Allenrolfea occidentalis / (Frankenia salina – Centromadia spp.),,Association,05-Dec-23
36.120.08,Allenrolfea occidentalis / Sparse,,Association,11-Jan-24
36.130.01,Monolopia lanceolata,,Association,02-Mar-17
36.130.02,Coreopsis calliopsidea – Mentzelia pectinata,,Association,02-Mar-17
36.130.03,Monolopia stricta,,Association,19-Sep-17
36.130.04,Coreopsis bigelovii – Layia glandulosa – Mentzelia spp. / Ephedra nevadensis,Provisional,Association,19-Mar-19
36.130.05,Monolopia major,Provisional,Association,13-Oct-23
36.130.06,Lepidium jaredii ssp. album – Deinandra halliana – Madia radiata,Provisional,Association,26-Nov-25
36.130.07,"Eriogonum (ordii, trichopes var. hooveri)",Provisional,Association,26-Nov-25
36.200.01,Suaeda moquinii,,Association,
36.200.02,Suaeda moquinii – Allenrolfea occidentalis,,Association,
36.200.03,Suaeda moquinii – Atriplex canescens,,Association,
36.200.04,Suaeda moquinii / Lepidium dictyotum,,Association,30-Aug-16
36.210.01,Isocoma acradenia Alkaline Wet,,Association,24-May-16
36.210.02,Isocoma acradenia – Suaeda moquinii,,Association,24-May-16
36.220.01,Atriplex parryi,Provisional,Association,15-Jun-16
36.310.01,Atriplex canescens,,Association,
36.310.02,Atriplex canescens – Krascheninnikovia lanata,,Association,
36.310.03,Atriplex canescens / herbaceous,,Association,17-Jan-17
36.310.04,Atriplex canescens Desert Wash,,Association,31-Jan-17
36.320.02,Atriplex confertifolia – Ephedra nevadensis,,Association,
36.320.03,Atriplex confertifolia – Ambrosia dumosa,,Association,
36.320.04,Atriplex confertifolia – Coleogyne ramosissima,,Association,
36.320.05,Atriplex confertifolia – Gutierrezia microcephala – Tetradymia axillaris,,Association,
